[ 21480, 5072, -35318, -27967, 2100, 27117, 25147, 11209, -1267, -2740, -2517, 883, 3982, -624, -4095, -20780,  ]
[ 10325, -20043, -65705, -79907, -57021, 348, 31690, 35903, 28913, 19862, 18038, 16052, 10757, 2603, -4099, -21259,  ]
[ 9784, -16742, -77142, -108051, -126030, -60367, -21356, -15890, 10661, 26705, 32541, 30085, 21633, 9370, 1771, -17582,  ]
[ 20449, 11240, -41693, -91579, -130901, -58578, 3869, -27194, -38402, -15387, 8712, 28728, 40581, 32353, 18245, -10286,  ]
[ 28450, 29314, -11403, -66510, -114398, -45059, 46701, 9265, -41907, -38799, -20132, -1332, 15208, 23873, 13800, -8785,  ]
[ 36419, 40536, 6521, -35679, -90794, -64145, 13885, 18037, -11499, -32255, -20519, -22246, -7673, 8702, 15936, -7376,  ]
[ 22459, 17568, -2889, -22714, -37533, -32358, -6043, -8135, -31088, -37142, -8449, -3236, 9573, 3404, 9511, -4807,  ]
[ 1814, -12858, -35047, -55825, -66111, -69089, -61361, -63526, -70239, -61604, -53344, -52990, -40653, -28832, -730, -2843,  ]
[ 7915, 9020, -118, -13527, -12832, -8543, -4296, -11281, -19290, -18658, -23309, -26496, -18372, -2590, 15604, 1541,  ]
[ 1648, 13513, 15206, 7392, 8975, 16734, 18962, 14258, 12679, 12565, 13080, 17118, 19643, 21771, 19059, -3062,  ]
[ -349, 8386, 10431, 1757, -2521, -145, 686, -382, -367, -2620, -2219, 4746, 15920, 13996, 3097, -7856,  ]
[ 734, 14056, -17841, -370, 28912, 44786, 44538, 47597, 51991, 55284, 44730, 30512, 21555, 11305, -11398, -12087,  ]
[ -34635, -22233, -67903, -40665, -9386, -7943, -4300, 5435, 10138, 6629, -5562, -11927, -20678, -30043, -43048, -36650,  ]
[ -62291, -39418, -61232, -20295, 18518, 7804, -1502, 1983, -2715, -7466, -7414, -7487, -20263, -34573, -53981, -56142,  ]
[ -59395, -20909, -21728, 20038, 47055, 41095, 26782, 22697, 13405, 5964, 1308, -588, 405, -8959, -34457, -47890,  ]
[ -59805, -8190, 2373, 21115, 8249, -3467, -9639, -12787, -15965, -11306, -5570, 4046, 17190, -2971, -37574, -51000,  ]
[ -71129, -39603, -25718, 5592, 1444, -7030, -13708, -23062, -18500, -5268, 4954, 18046, 18704, -12130, -43667, -49960,  ]
[ -61247, -38643, -62270, -73618, -54168, -17974, 1378, -223, -1890, 612, 1880, -984, -7759, -27618, -47755, -48181,  ]
[ -42607, -9, -46556, -97319, -114577, -84984, -47199, -23602, -10610, -3235, -1720, -7439, -20729, -40604, -52692, -52266,  ]
[ -59784, -370, -16554, -61483, -96395, -77202, -32341, -31289, -20868, 2776, 25457, 27090, 10891, -16195, -39839, -49052,  ]
[ -61325, -20432, -30869, -26130, -19180, -18050, -6448, -27998, -50186, -63876, -52617, -31072, -1973, 9355, -14223, -29835,  ]
[ -36871, 14713, 20001, 49258, 73073, 50251, 27070, 17444, -129, -27245, -36175, -19532, 17296, 35675, -52, -18388,  ]
[ -37929, 20195, 56478, 103253, 132337, 122898, 114138, 119510, 119449, 98001, 67362, 74293, 75913, 64313, 10370, -4816,  ]
[ -42544, -11394, 75, 20338, 30969, 30818, 30175, 38133, 41121, 35226, 22870, 29368, 17748, -3540, -21421, -5727,  ]
[ -63474, -54130, -55255, -41888, -40147, -37340, -38948, -33513, -27580, -27618, -31536, -29982, -29569, -11193, 3699, 11802,  ]
[ -64375, -56654, -50303, -43496, -45436, -47688, -46982, -40263, -34187, -32913, -38973, -40426, -19410, 21431, 36188, 37471,  ]
[ -35633, -28436, -20200, -13025, -9008, -8665, -9148, -9115, -8438, -8035, -10472, -4706, 12786, 37940, 34659, 20509,  ]
[ -17302, -45417, -20723, -14051, -15322, -16638, -17862, -19139, -25782, -22360, -3439, 9256, -3128, -66, 15244, 4682,  ]
[ -32380, -73889, -50212, -41371, -41832, -34159, -33446, -35335, -44481, -36964, -10595, 638, -16154, -15481, -3643, -22722,  ]
[ -31254, -79684, -66480, -67003, -46056, -31717, -43728, -49868, -50743, -37740, -10157, 5534, -7626, -21756, -13817, -41083,  ]
[ -31095, -78760, -66859, -66141, -55380, -31365, -44488, -51806, -44176, -24563, -9546, 1488, -8541, -21047, -9597, -43936,  ]
[ -39876, -79246, -54575, -46456, -38351, -36301, -45378, -47229, -40570, -28108, -15508, -5751, -14762, -17521, -6275, -44884,  ]
[ -32347, -73312, -57213, -34671, -18075, -5869, -18980, -20358, -9346, -2845, 1456, 864, -14686, -14240, -5375, -43878,  ]
[ -16538, -62264, -54964, -36759, -31049, -27288, -20212, -17973, -18632, -13262, -9135, -13422, -23370, -20880, -5685, -40194,  ]
[ -12974, -60021, -29851, -16864, -51183, -77384, -55490, -39585, -32443, -27200, -30703, -36286, -41463, -30283, -11277, -40143,  ]
[ -23832, -75250, -53722, -32931, -72905, -120939, -84502, -62792, -64074, -65160, -51981, -31708, -21412, -19837, -9077, -38537,  ]
[ -36129, -86362, -63205, -44221, -87359, -130298, -51827, -20562, -49673, -69012, -56083, -24632, -9156, -12970, 1234, -22955,  ]
[ -45406, -76144, -41055, -16763, -40023, -72292, -26187, -4223, -24195, -33817, -36874, -17658, -12476, -15603, 15502, -1177,  ]
[ -17946, -39372, -16789, -2541, -9039, -14601, 5354, 13796, 3993, -5955, -6707, 8005, 5725, 10425, 47548, 22162,  ]
[ 11676, -9411, -9890, -9432, -13138, -16683, -11118, 3104, -391, -11222, -13637, -8380, -4057, 12331, 41943, 4669,  ]
[ 18136, -2974, -9747, -8689, -13663, -22104, -26867, -17594, -16219, -17634, -12555, -7332, -6899, -1000, 20786, 989,  ]
[ 10964, -15185, -15204, -5876, -4909, -11445, -12110, -6911, -4404, 881, 2588, 3117, 4530, 8897, 33590, 23674,  ]
[ 2216, -14673, -10394, -526, 4375, 861, 197, 779, 330, 3350, 3258, 4359, 4634, 16449, 25625, 1046,  ]
[ -34549, -25688, -20204, -33393, -46058, -54199, -53940, -54937, -58859, -62696, -58268, -43660, -32717, -20627, -10452, 1155,  ]
[ -57726, -45412, -14084, -22778, -41214, -52017, -54938, -55370, -62630, -64103, -52828, -32399, -25765, -20389, 267, 14609,  ]
[ -63256, -49444, -5856, -12070, -35704, -48957, -56879, -58813, -66733, -64312, -48649, -26202, -19591, -25253, -9380, 8637,  ]
[ -60402, -45224, 1850, -16416, -45895, -56902, -62237, -68917, -72297, -64284, -46400, -21118, -7667, -12657, -5855, 5122,  ]
[ -55366, -54467, -26939, -29899, -53251, -55227, -50934, -54482, -54555, -47499, -35707, -16971, -9698, -19902, -8146, 4560,  ]
[ -44761, -59291, -54996, -58941, -64956, -53669, -41517, -34703, -24718, -17926, -12864, -8104, -8084, -20612, -6653, 3457,  ]
[ -29080, -24458, -18923, -48162, -70829, -70674, -61545, -55549, -43746, -34144, -25882, -20103, -19026, -23141, -9212, 2722,  ]
[ -35158, -14857, 23992, -5305, -29294, -51165, -56211, -65900, -67878, -63229, -54250, -51635, -46366, -41066, -16340, 2534,  ]
[ -48077, -29531, 36186, 49659, 14092, -32417, -59136, -66405, -85297, -98669, -109169, -110066, -86356, -54337, -20613, 1878,  ]
[ -67483, -71503, -19009, 42105, 51300, -14817, -63053, -50587, -51337, -60442, -89084, -98099, -80176, -52182, -26624, -3619,  ]
[ -92681, -114404, -69813, -14088, 15603, -3889, -36280, -47715, -46522, -49597, -64699, -49276, -33527, -24125, -26372, -4456,  ]
[ -91922, -120692, -92687, -68334, -56160, -56152, -59822, -52292, -40082, -38467, -56535, -60435, -60962, -57448, -50180, -12674,  ]
[ -55354, -72320, -51168, -53422, -52286, -53437, -54297, -52850, -46751, -41348, -49595, -46176, -52978, -47185, -29411, 5411,  ]
[ -37827, -58425, -44866, -46780, -49405, -51992, -53019, -47985, -42853, -34032, -37092, -35202, -34355, -22405, -12366, 6793,  ]
[ -21218, -32357, -21566, -19593, -19661, -25459, -31160, -31640, -31294, -28322, -27541, -26534, -26007, -27108, -25887, -4721,  ]
[ -6635, -11039, -3534, -66, 3167, -748, -4226, -4031, -3811, 837, 4971, 5909, 2307, -2639, 3615, 6421,  ]
[ -12771, -17194, -4874, 17073, 19763, 8204, 840, -845, -1937, -3373, -406, 2103, -4477, -13115, -11874, -5515,  ]
[ -19979, -9572, 20902, 45581, 37770, 27783, 23199, 19201, 15516, 14776, 18908, 23015, 12608, -1207, -2578, 7392,  ]
[ -23605, -5870, 35220, 57174, 39981, 22343, 24562, 24081, 25627, 33026, 33835, 33034, 22583, 4652, 1435, 1965,  ]
[ -23159, -7456, 26896, 50481, 27388, 13825, 17101, 15674, 19505, 32859, 39358, 34045, 17359, -3216, -4934, 2741,  ]
[ -16152, 4307, 27929, 41229, 17092, 1100, 3679, 1605, 213, 8540, 13886, 7316, -4858, -15837, -9134, 2094,  ]
[ -16280, -977, 19302, 28199, 17495, 4242, 1839, 4178, 3602, 4106, -353, -10589, -19713, -22199, -7049, 1065,  ]
[ -13051, -680, 9633, 12296, 29302, 17087, 5163, -1211, -2305, -976, -5376, -11969, -16421, -17019, -7272, 1259,  ]
[ -7118, -2585, 10384, 9459, 17556, 21868, 16338, 18856, 10662, 8862, 3003, -5128, -10156, -12425, -4593, 960,  ]
[ -14333, -8373, 14373, 35745, 31006, -1733, -22166, -5612, 16229, 19381, 21942, 16047, 11377, 3557, 1841, 3751,  ]
[ -21539, -12875, 21830, 46608, 50578, 2126, -37541, -27945, 5001, 15941, 23516, 25200, 19720, 7056, 7216, 4228,  ]
[ -1253, 6320, 26233, 32088, 45522, 16681, -21494, -16157, 7930, 19258, 19123, 17097, 6292, -6000, 10318, 8335,  ]
[ 7254, 6362, 2730, 2236, 17982, 30110, 17634, 11968, 9410, 20214, 22502, 25353, 23029, 14920, 27826, 13489,  ]
[ 10455, 11252, -15098, -22151, -13801, -6208, -10327, -8765, -9630, -3227, 796, 3601, 2211, 5420, 28058, 15332,  ]
[ 15708, 15250, -7652, -21326, -21351, -21326, -23596, -23310, -22670, -24416, -27407, -26835, -13325, 169, 19154, 9192,  ]
[ 6576, 2024, -12572, -17670, -14807, -14202, -14980, -14394, -15679, -16690, -19346, -15301, -2722, 10367, 26185, 15413,  ]
[ 157, -2675, -4893, -2052, 2990, 5358, 6279, 4996, 4086, 4296, 2189, 1600, 121, 5637, 14709, 10749,  ]
[ 25690, -9067, -4226, 15093, 7383, -2857, -1789, 3780, 5147, 612, -3277, -6528, -9295, -5761, -19130, -803,  ]
[ -4982, -68955, -32085, 16858, 10291, -13192, -13978, -8163, -10265, -13788, -14368, -10744, -24227, -26616, -53756, -21777,  ]
[ -22750, -86691, -34682, 22451, 14177, -11516, -18598, -18417, -24571, -18532, -8948, 1509, -18361, -22409, -58807, -21747,  ]
[ -26997, -71624, -24450, 24321, 16180, -3554, -6922, -15372, -24199, -17123, -6438, -3050, -6892, -22977, -65250, -29729,  ]
[ -35256, -67942, -25152, -12150, -23255, -27726, -27091, -27620, -28255, -18420, -12525, -9036, -9668, -23704, -74122, -33315,  ]
[ -47629, -66952, -19320, -21201, -41568, -60471, -56360, -37697, -20974, -8094, -2507, -1530, -7841, -22676, -71257, -32631,  ]
[ -46987, -65230, -16393, -30450, -51584, -63937, -60170, -46314, -23125, -4259, 4472, -979, -13732, -22899, -65128, -29501,  ]
[ -43256, -57352, -29761, -35155, -17012, -36754, -73078, -58998, -36493, -28380, -21519, -18659, -20384, -21597, -64717, -30642,  ]
[ -46304, -63696, -34645, -24466, -137, -23205, -85020, -93448, -56607, -40356, -31582, -30158, -34295, -33159, -72431, -35001,  ]
[ -43372, -63160, -32823, -35022, 1108, -14909, -42431, -76603, -72449, -57840, -56329, -51667, -40812, -35162, -71428, -34488,  ]
[ -24254, -43043, -12473, -17729, -16288, -33483, -24592, -23051, -34297, -31504, -53897, -42955, -21820, -9879, -53267, -23404,  ]
[ -4876, -28578, -365, -895, 4439, 699, 14206, 8247, -12519, -8415, -17705, -7129, 409, -4093, -61414, -27257,  ]
[ -9129, -57968, -59276, -64919, -62577, -58648, -49904, -45830, -52732, -44426, -38988, -31186, -26181, -24330, -53570, -7203,  ]
[ -31365, -90110, -108276, -118660, -115993, -114706, -110729, -107120, -105324, -102060, -97310, -86092, -51404, -4219, -4193, 9950,  ]
[ -27611, -70908, -73968, -71886, -61853, -56683, -57710, -58947, -58160, -56667, -52472, -24086, 25180, 61100, 33822, 26071,  ]
[ -29591, -50398, -40452, -32778, -21167, -21089, -26214, -27972, -29936, -27331, -16640, 7292, 27946, 28274, 3006, 1475,  ]
[ 6806, -86784, -109963, -96820, -93972, -108033, -118910, -115187, -116182, -119336, -116251, -100190, -81863, -87461, -97979, -88698,  ]
[ 14008, -135869, -144759, -136230, -125125, -141023, -159997, -167923, -175958, -178569, -161173, -134251, -104951, -107761, -120066, -116602,  ]
[ 14719, -131671, -117429, -116804, -120327, -150810, -158474, -171339, -188301, -187353, -159739, -118431, -86107, -77225, -88777, -103271,  ]
[ 13389, -127635, -109498, -111782, -120975, -148511, -153474, -162087, -177256, -168011, -144337, -108672, -88740, -70079, -74598, -98966,  ]
[ 20306, -107034, -115080, -107440, -121067, -152625, -163404, -164493, -167125, -150768, -129041, -99532, -78868, -73176, -74675, -96666,  ]
[ 24638, -105503, -110160, -124132, -154981, -177926, -173403, -153171, -149502, -138267, -123200, -107672, -98582, -95460, -87271, -96809,  ]
[ 15516, -106371, -103306, -118603, -166760, -186651, -180744, -150337, -121820, -113213, -108531, -103695, -96766, -100691, -92777, -100112,  ]
[ 12608, -111809, -105378, -118303, -181600, -183559, -178532, -163089, -131508, -135649, -127855, -110984, -103669, -112420, -99190, -99526,  ]
[ 8835, -123654, -120167, -96866, -140282, -155565, -157407, -175434, -141898, -151091, -161055, -158306, -145826, -123520, -89315, -87263,  ]
[ 13274, -126825, -141299, -113028, -139453, -159449, -139104, -136361, -127668, -146677, -169483, -184547, -161351, -117801, -76187, -77445,  ]
[ 7052, -133401, -142091, -99104, -115012, -149129, -145243, -145428, -121773, -116574, -136950, -180824, -176143, -150939, -114372, -97199,  ]
[ 20162, -116846, -147266, -131644, -137077, -153275, -135237, -121585, -102392, -82603, -99340, -131212, -147486, -136468, -105943, -90002,  ]
[ -10816, -141736, -192094, -200342, -200897, -202544, -188593, -187852, -170739, -134142, -133498, -139715, -154088, -145485, -106033, -71375,  ]
[ -16606, -125599, -161822, -172929, -172387, -171067, -162611, -153793, -143742, -131479, -122094, -113459, -101458, -88894, -81208, -60609,  ]
[ -15837, -101370, -111525, -102486, -91658, -93283, -96549, -101050, -98808, -92899, -77727, -56023, -40286, -57893, -81263, -74464,  ]
[ 1543, -45543, -40927, -30688, -19175, -22045, -28018, -34534, -36634, -33341, -17872, 16065, 30274, 3780, -30323, -25904,  ]
[ 12858, 19407, 14483, -15105, -19993, -2840, 9708, 11180, 12132, 13850, 16147, 16373, 16787, 23877, 39911, 22866,  ]
[ 18647, 26895, 936, -38355, -43373, -6604, 12187, 16828, 22405, 24557, 22421, 13152, 8755, 22301, 54336, 36866,  ]
[ 19883, 19517, -14434, -65773, -58892, -26325, -6005, -1286, 7650, 9768, 8790, 232, -2843, -2924, 37808, 35751,  ]
[ 19664, 21685, -7601, -56158, -43401, -9455, 11185, 18258, 27970, 32021, 27178, 19405, 7089, 4737, 45634, 35266,  ]
[ 18651, -5629, -37556, -62576, -30425, 8325, 32652, 39108, 46546, 47915, 45248, 37168, 27411, 20833, 46851, 35999,  ]
[ 22391, -25987, -87518, -109807, -77774, -16006, 20720, 34453, 35516, 36367, 41238, 44201, 37169, 24377, 44201, 34801,  ]
[ 27533, -5689, -78111, -143460, -138664, -86252, -29016, 2574, 9397, 10212, 12873, 18252, 19109, 16666, 40960, 33264,  ]
[ 35386, 12487, -23987, -94497, -143468, -116864, -69489, -40779, -32746, -32278, -25864, -16531, -8330, 3843, 35358, 33389,  ]
[ 29553, 29610, 22750, -39545, -150070, -171515, -122108, -73927, -64509, -72967, -82895, -77862, -53221, -29868, 20857, 32696,  ]
