[ 6375, -6679, -9933, -14219, -15418, -14106, -11980, -9777, -8775, -8904, -9460, -10037, -9945, -10137, -9333, -9242, -9117, -8864, -8969, -8681, -8880, -9360, -9576, -9689, -8568, -7713, -8373, -10011, -10722, -12294, -9243, -25052,  ]
[ 5569, -19388, -20690, -23432, -25841, -23173, -20770, -19038, -17521, -16370, -17329, -18607, -18986, -18379, -17707, -16566, -17211, -17036, -16547, -16766, -17452, -18428, -18458, -17062, -16616, -17023, -18705, -20081, -20718, -21873, -18133, -39310,  ]
[ 7544, -12846, -11105, -13279, -16939, -18149, -15673, -12893, -13110, -12273, -13267, -15160, -16046, -15158, -14386, -13412, -13484, -14064, -13346, -13226, -13019, -14016, -12829, -9486, -7856, -8324, -7974, -9994, -10522, -11691, -12553, -45177,  ]
[ 7002, -13590, -11766, -13718, -16322, -18935, -17920, -15334, -15301, -13677, -15905, -17011, -17577, -17743, -16939, -15522, -15170, -15754, -15046, -15549, -14642, -15399, -13217, -8086, -6394, -9161, -10544, -11339, -11075, -12264, -12842, -45813,  ]
[ 7037, -13811, -12203, -14223, -15902, -18513, -20079, -18561, -15088, -10105, -12672, -13014, -14699, -16007, -13857, -11752, -11717, -11341, -10912, -11358, -11194, -11177, -9734, -7955, -5551, -7725, -11309, -11370, -10785, -12135, -12495, -45907,  ]
[ 6979, -13726, -12126, -14126, -16683, -19085, -21532, -22143, -15913, -13793, -14125, -14339, -15403, -16211, -14960, -14107, -13840, -13478, -13865, -13682, -14170, -12934, -12048, -12151, -5524, -7869, -10982, -12246, -11763, -13212, -13049, -46130,  ]
[ 7021, -13832, -11685, -14293, -17874, -19030, -21986, -19581, -13398, -14598, -12107, -11372, -13143, -13656, -12372, -12221, -12208, -13705, -13837, -14158, -14889, -11342, -12243, -11620, -7866, -7315, -9026, -12563, -12275, -13776, -13648, -46427,  ]
[ 6939, -14458, -11886, -14662, -17305, -18697, -20693, -16917, -10188, -11686, -9977, -10256, -11824, -12494, -10702, -9895, -10220, -11460, -11765, -13112, -12240, -8705, -9592, -8591, -8630, -6074, -6328, -11567, -12870, -14014, -14266, -46210,  ]
[ 7273, -15547, -12241, -14012, -15995, -18241, -20654, -15323, -11945, -11359, -11682, -11664, -11337, -12245, -11694, -11299, -12090, -13109, -13255, -13835, -12371, -9265, -8286, -8165, -11343, -6939, -6294, -11264, -13048, -14134, -14120, -45713,  ]
[ 7739, -16306, -12477, -13205, -15401, -16776, -16243, -13822, -12199, -10302, -11059, -10151, -9682, -10143, -10103, -10296, -10669, -11214, -11362, -11614, -10087, -8046, -7589, -8677, -10865, -10201, -9988, -12221, -13023, -14153, -14172, -45721,  ]
[ 8098, -16897, -13905, -14766, -16551, -15218, -13475, -13923, -13522, -11649, -12079, -11446, -11167, -11091, -10834, -11143, -10855, -11367, -12097, -12404, -11336, -9896, -10174, -8899, -9719, -12958, -12608, -12795, -12445, -13896, -14108, -45703,  ]
[ 8670, -17288, -16670, -16803, -18854, -18236, -15156, -15791, -15408, -11690, -12251, -12228, -11620, -11389, -11312, -12310, -12734, -12522, -12540, -12376, -12072, -11129, -11298, -10197, -10658, -12857, -12683, -12595, -12112, -13431, -13567, -45639,  ]
[ 9168, -17060, -15937, -16993, -21607, -23005, -18903, -17038, -17792, -14735, -12921, -11961, -11145, -11209, -11712, -12321, -12424, -12424, -12524, -12489, -12452, -11962, -12045, -12406, -12734, -13398, -13589, -13555, -13002, -14041, -13595, -45570,  ]
[ 9622, -15455, -13514, -16281, -19952, -22905, -19990, -18399, -18450, -17487, -15807, -13689, -11824, -11234, -11852, -12981, -13476, -13627, -13658, -13620, -12982, -12811, -13079, -13545, -13400, -13399, -13384, -13392, -12931, -14229, -14286, -45751,  ]
[ 10005, -15149, -14034, -17285, -17522, -18081, -20124, -20542, -17576, -15233, -14572, -14267, -13808, -12622, -11858, -12086, -12695, -13104, -13251, -13150, -12635, -11799, -11986, -12713, -12880, -13211, -13276, -13380, -13121, -14372, -14734, -45628,  ]
[ 10194, -14051, -11690, -12749, -13477, -15922, -20111, -21231, -21195, -17304, -13507, -12570, -14625, -15855, -15490, -13905, -12616, -12074, -12223, -12863, -12946, -12271, -12556, -12871, -13220, -13442, -13628, -13592, -13328, -14293, -14633, -45658,  ]
[ 10191, -14084, -11643, -12143, -12188, -11813, -14007, -20380, -27254, -21516, -12276, -7791, -10224, -14069, -17816, -19429, -18320, -15926, -14084, -13402, -12299, -11376, -11681, -12445, -13169, -13300, -13726, -13730, -13248, -14392, -14655, -45719,  ]
[ 10345, -13942, -11139, -11689, -12224, -11964, -11128, -15087, -29718, -30753, -15289, -4780, -4445, -6246, -10163, -14826, -19041, -21242, -22488, -22133, -19031, -15427, -13633, -13150, -12042, -11819, -12511, -13026, -12972, -14466, -14466, -45865,  ]
[ 10476, -13689, -10809, -10772, -11506, -11897, -12779, -14734, -26950, -35751, -20611, -5900, -4801, -2922, -3487, -5726, -9100, -13623, -18472, -22833, -25012, -23267, -21975, -20794, -17364, -14608, -13285, -12428, -11781, -13269, -13722, -45606,  ]
[ 10022, -13975, -11496, -10799, -11557, -12153, -15170, -15734, -24582, -36394, -25985, -11581, -7699, -4067, -497, 1053, -2237, -8339, -13354, -14657, -15115, -15414, -17899, -19803, -18015, -15142, -14400, -13539, -12573, -13646, -13532, -45038,  ]
[ 10044, -13587, -11860, -11324, -11551, -12215, -14239, -15206, -24583, -32712, -30361, -22989, -17612, -8797, 404, 4488, -4264, -15988, -19342, -15334, -12248, -13238, -14517, -13003, -6930, -4821, -8004, -9786, -10420, -12833, -13728, -44800,  ]
[ 9368, -13946, -12240, -12304, -12127, -12330, -13011, -15366, -20117, -20554, -21235, -21659, -16262, -12264, -6477, -1680, -7007, -13909, -18666, -15625, -10782, -12428, -14414, -13544, -8784, -5358, -6999, -7832, -8075, -10784, -12802, -43734,  ]
[ 2986, -18848, -17759, -17889, -18298, -18427, -18756, -20675, -22083, -17595, -19954, -26086, -18985, -14813, -12250, -7747, -11618, -18994, -22935, -17636, -12474, -17288, -19715, -17764, -11305, -7795, -12917, -14773, -14361, -15736, -15042, -42650,  ]
[ 948, -20645, -21666, -22595, -22787, -22831, -22518, -22696, -22788, -21410, -21075, -25935, -25383, -21809, -20848, -16926, -17027, -19345, -22784, -22969, -18246, -18623, -21455, -23470, -19810, -16164, -18000, -19184, -19545, -20412, -17677, -40332,  ]
[ 5218, -12550, -13012, -14706, -14917, -15030, -14629, -14090, -13961, -13744, -13527, -14279, -13068, -11870, -12337, -13162, -16062, -18322, -18015, -17903, -17639, -18082, -18398, -18674, -18881, -19656, -20741, -21230, -20931, -20047, -16581, -33756,  ]
[ 868, -13228, -12987, -14542, -14561, -14464, -13887, -13390, -13069, -12459, -12474, -13049, -12580, -12496, -12674, -12672, -13730, -15710, -15884, -15722, -16216, -16347, -16530, -16577, -16983, -17394, -17359, -17236, -16176, -12989, -10790, -25647,  ]
[ 1607, -12703, -10527, -11598, -11733, -11790, -10858, -10366, -9595, -9349, -9241, -9052, -8998, -8663, -8277, -7911, -7996, -9225, -9359, -8233, -7983, -8124, -8167, -8002, -8224, -8526, -8400, -7110, -4035, -2715, -6220, -19893,  ]
[ 3231, -8557, -5822, -6563, -7085, -7077, -6800, -6297, -5495, -5785, -5469, -4997, -5159, -5059, -4553, -4249, -4521, -5042, -5129, -4257, -3687, -3464, -3487, -3479, -3751, -3356, -1099, 1086, 162, -4297, -3930, -15632,  ]
[ 2877, -6718, -3915, -4237, -4083, -3963, -3795, -3021, -2581, -3000, -1777, -1538, -1745, -2222, -1439, -893, -1002, -1380, -2383, -2225, -1726, -931, -701, -779, 280, 3100, 4189, 307, -4011, -3768, -4412, -18073,  ]
[ 3586, -5572, -1226, -1424, -1127, -1379, -1870, -959, -827, -505, 772, 191, -613, -979, -256, 471, 272, -379, -1122, -1630, -1532, -878, -554, 769, 3603, 4222, -1001, -4822, -3781, -6503, -8541, -16868,  ]
[ -119, -10172, -5398, -6177, -5659, -6110, -6593, -6042, -6010, -5626, -5178, -5613, -6609, -7060, -6521, -5786, -6172, -7147, -7057, -6674, -6357, -5951, -4400, -2446, -1518, -4789, -7122, -7212, -12168, -12316, -9622, -13772,  ]
[ 1590, -8743, -4641, -5819, -5368, -5606, -5837, -5771, -5568, -5899, -5738, -5138, -6639, -6778, -6806, -6201, -5953, -6880, -6712, -6519, -6374, -6230, -4594, -4002, -4552, -4496, -5778, -10052, -10992, -10450, -5272, -6901,  ]
