[ 0, 32, 55, 12, 0, 0, 0, 0 ]
[ 0, 0, 0, 25, 19, 12, 0, 0 ]
[ 11, 0, 0, 0, 0, 0, 25, 0 ]
[ 2, 4, 7, 0, 1, 2, 7, 0 ]
[ 159, 98, 121, 97, 77, 54, 30, 0 ]
[ 69, 20, 19, 18, 12, 1, 0, 0 ]
[ 23, 18, 0, 0, 0, 0, 0, 4 ]
[ 28, 54, 7, 0, 0, 0, 6, 15 ]
[ 29, 3, 0, 0, 0, 0, 1, 12 ]
[ 18, 0, 0, 0, 0, 0, 0, 8 ]
[ 11, 5, 153, 0, 0, 0, 0, 0 ]
[ 1, 0, 6, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 1, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 10, 0, 0 ]
[ 0, 83, 42, 0, 0, 0, 0, 0 ]
[ 0, 0, 147, 50, 0, 0, 0, 0 ]
[ 0, 0, 21, 15, 0, 29, 12, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 6, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 0, 0, 0, 0, 0, 0, 4 ]
[ 35, 21, 14, 6, 4, 2, 4, 16 ]
